31,Pulaski,NB,59th,55th,S,41.7859356,-87.72277814,41.79320342,-87.72304453,POINT (-87.722778136 41.7859356046),POINT (-87.7230445278 41.7932034198),41.78956951,-87.72291134
32,Pulaski,NB,55th,Archer,S,41.79320342,-87.7229756,41.80231647,-87.72332735,POINT (-87.7229756027 41.7932034198),POINT (-87.7233273471 41.802316468),41.79775995,-87.72315148
33,Pulaski,NB,Archer,47th,S,41.80231647,-87.72324094,41.80788265,-87.723456,POINT (-87.7232409373 41.802316468),POINT (-87.7234560048 41.8078826502),41.80509956,-87.72334847
34,Pulaski,NB,47th,43rd,S,41.80788265,-87.72340323,41.81519452,-87.7237478,POINT (-87.7234032253 41.8078826502),POINT (-87.7237477951 41.8151945196),41.81153859,-87.72357552
35,Pulaski,NB,43rd,I-55 Expy,S,41.81519452,-87.72367848,41.82298978,-87.72394088,POINT (-87.7236784823 41.8151945196),POINT (-87.723940876 41.8229897759),41.81909215,-87.72380968
36,Pulaski,NB,I-55 Expy,31st,S,41.82298978,-87.72386698,41.83688129,-87.72429876,POINT (-87.7238669791 41.8229897759),POINT (-87.7242987603 41.8368812942),41.82993554,-87.72408287
37,Pulaski,NB,31st,26th,S,41.83688129,-87.72416709,41.84425419,-87.72443965,POINT (-87.7241670914 41.8368812942),POINT (-87.7244396463 41.8442541875),41.84056774,-87.72430337
38,Pulaski,NB,26th,Cermak,S,41.84425419,-87.72436976,41.85154559,-87.72464421,POINT (-87.7243697591 41.8442541875),POINT (-87.7246442132 41.8515455888),41.84789989,-87.72450699
39,Pulaski,NB,Cermak,16th,S,41.85154559,-87.7245751,41.85886735,-87.72484089,POINT (-87.7245751041 41.8515455888),POINT (-87.7248408908 41.8588673534),41.85520647,-87.724708
40,Pulaski,NB,16th,Roosevelt,S,41.85886735,-87.7247715,41.86617116,-87.72505615,POINT (-87.724771498 41.8588673534),POINT (-87.7250561494 41.8661711575),41.86251926,-87.72491383
41,Pulaski,NB,Roosevelt,Van Buren,S,41.86617116,-87.72498693,41.87527538,-87.72538133,POINT (-87.7249869344 41.8661711575),POINT (-87.7253813295 41.8752753838),41.87072327,-87.72518413
42,Pulaski,NB,Van Buren,Washington,S,41.87527538,-87.72529507,41.88193647,-87.72558631,POINT (-87.7252950746 41.8752753838),POINT (-87.7255863086 41.8819364677),41.87860593,-87.72544069
43,Pulaski,NB,Washington,Lake,N,41.88193647,-87.72552321,41.88546585,-87.72565466,POINT (-87.7255232056 41.8819364677),POINT (-87.7256546637 41.8854658549),41.88370116,-87.72558894
44,Pulaski,NB,Lake,Chicago,N,41.88546585,-87.72562123,41.89536668,-87.72599063,POINT (-87.7256212259 41.8854658549),POINT (-87.725990629 41.8953666789),41.89041627,-87.72580593
45,Pulaski,NB,Chicago,Division,N,41.89536668,-87.72589685,41.90267048,-87.72618845,POINT (-87.7258968524 41.8953666789),POINT (-87.7261884496 41.9026704832),41.89901858,-87.72604265
46,Pulaski,NB,Division,Grand,N,41.90267048,-87.72611927,41.90615506,-87.72625703,POINT (-87.7261192748 41.9026704832),POINT (-87.7262570347 41.9061550576),41.90441277,-87.72618815
47,Pulaski,NB,Grand,North Ave,N,41.90615506,-87.72622403,41.90988572,-87.72618238,POINT (-87.7262240305 41.9061550576),POINT (-87.7261823777 41.9098857185),41.90802039,-87.72620321
48,Pulaski,NB,North Ave,Armitage,N,41.90988572,-87.72614702,41.91716519,-87.72644421,POINT (-87.7261470243 41.9098857185),POINT (-87.7264442053 41.9171651852),41.91352546,-87.72629562
49,Pulaski,NB,Armitage,Fullerton,N,41.91716519,-87.72637526,41.92448299,-87.72665417,POINT (-87.7263752552 41.9171651852),POINT (-87.7266541696 41.9244829851),41.92082409,-87.72651472
50,Pulaski,NB,Fullerton,Diversey,N,41.92448299,-87.72658486,41.93178939,-87.72686416,POINT (-87.7265848616 41.9244829851),POINT (-87.726864157 41.9317893922),41.92813619,-87.72672451
51,Pulaski,NB,Diversey,Milwaukee,N,41.93178939,-87.72679496,41.94116684,-87.72715168,POINT (-87.726794963 41.9317893922),POINT (-87.7271516758 41.9411668426),41.93647812,-87.72697332
52,Pulaski,NB,Milwaukee,Irving Park,N,41.94116684,-87.72706288,41.95364682,-87.7275515,POINT (-87.7270628829 41.9411668426),POINT (-87.727551496 41.9536468185),41.94740683,-87.72730719
53,Pulaski,NB,Irving Park,Elston,N,41.95364682,-87.72743336,41.95961283,-87.72766174,POINT (-87.7274333564 41.9536468185),POINT (-87.7276617396 41.9596128313),41.95662983,-87.72754755
54,Pulaski,NB,Elston,Lawrence,N,41.95961283,-87.72760526,41.96824133,-87.72792539,POINT (-87.7276052579 41.9596128313),POINT (-87.7279253868 41.9682413338),41.96392708,-87.72776533
55,Pulaski,NB,Lawrence,Foster,N,41.96824133,-87.72784371,41.97553104,-87.72811852,POINT (-87.727843711 41.9682413338),POINT (-87.7281185167 41.9755310394),41.97188619,-87.72798112
56,Pulaski,NB,Foster,Bryn Mawr,N,41.97553104,-87.72804952,41.98283056,-87.72831777,POINT (-87.7280495172 41.9755310394),POINT (-87.7283177717 41.9828305605),41.9791808,-87.72818365
57,Pulaski,NB,Bryn Mawr,Peterson,N,41.98283056,-87.72831777,41.98865202,-87.72831777,POINT (-87.7283177717 41.9828305605),POINT (-87.7283177717 41.988652019),41.98574129,-87.72831777
59,Pulaski,SB,107th,111th,S,41.69856502,-87.72087693,41.69127154,-87.72053283,POINT (-87.7208769338 41.6985650226),POINT (-87.7205328337 41.6912715426),41.69491828,-87.72070488
60,Pulaski,SB,103rd,107th,S,41.70590579,-87.72115711,41.69856502,-87.72087693,POINT (-87.7211571147 41.7059057937),POINT (-87.7208769338 41.6985650226),41.70223541,-87.72101702
61,Pulaski,SB,99th,103rd,S,41.71317476,-87.72137437,41.70590579,-87.72115711,POINT (-87.7213743744 41.7131747577),POINT (-87.7211571147 41.7059057937),41.70954028,-87.72126574
62,Pulaski,SB,95th,99th,S,41.72053902,-87.72159081,41.71317476,-87.72137437,POINT (-87.7215908065 41.7205390182),POINT (-87.7213743744 41.7131747577),41.71685689,-87.72148259
63,Pulaski,SB,91st,95th,S,41.72792793,-87.72196607,41.72053902,-87.72159081,POINT (-87.721966073 41.7279279345),POINT (-87.7215908065 41.7205390182),41.72423348,-87.72177844
64,Pulaski,SB,87th,91st,S,41.73486055,-87.72167768,41.72792793,-87.72196607,POINT (-87.7216776788 41.7348605537),POINT (-87.721966073 41.7279279345),41.73139424,-87.72182188
65,Pulaski,SB,83rd,87th,S,41.74218196,-87.72192879,41.73486055,-87.72167768,POINT (-87.7219287929 41.7421819618),POINT (-87.7216776788 41.7348605537),41.73852126,-87.72180324
66,Pulaski,SB,79th,83rd,S,41.74957343,-87.72216405,41.74218196,-87.72192879,POINT (-87.7221640524 41.7495734287),POINT (-87.7219287929 41.7421819618),41.7458777,-87.72204642
67,Pulaski,SB,71st,79th,S,41.76410318,-87.72260466,41.74957343,-87.72216405,POINT (-87.7226046555 41.7641031795),POINT (-87.7221640524 41.7495734287),41.75683831,-87.72238436
68,Pulaski,SB,67th,71st,S,41.77137688,-87.72282592,41.76410318,-87.72260466,POINT (-87.7228259157 41.7713768755),POINT (-87.7226046555 41.7641031795),41.76774003,-87.72271529
69,Pulaski,SB,63rd,67th,S,41.77866116,-87.72301001,41.77137688,-87.72282592,POINT (-87.7230100127 41.7786611581),POINT (-87.7228259157 41.7713768755),41.77501902,-87.72291797
70,Pulaski,SB,59th,63rd,S,41.7859395,-87.72321144,41.77866116,-87.72301001,POINT (-87.7232114423 41.7859394995),POINT (-87.7230100127 41.7786611581),41.78230033,-87.72311073
71,Pulaski,SB,55th,59th,S,41.79320731,-87.72340899,41.7859395,-87.72321144,POINT (-87.7234089919 41.793207314),POINT (-87.7232114423 41.7859394995),41.78957341,-87.72331022
72,Pulaski,SB,Archer,55th,S,41.80232036,-87.72367443,41.79320731,-87.72340899,POINT (-87.7236744304 41.8023203612),POINT (-87.7234089919 41.793207314),41.79776384,-87.72354171
73,Pulaski,SB,47th,Archer,S,41.80788654,-87.72383678,41.80232036,-87.72367443,POINT (-87.7238367819 41.8078865428),POINT (-87.7236744304 41.8023203612),41.80510345,-87.72375561
74,Pulaski,SB,43rd,47th,S,41.81519841,-87.72411212,41.80788654,-87.72383678,POINT (-87.7241121224 41.815198411),POINT (-87.7238367819 41.8078865428),41.81154248,-87.72397445
75,Pulaski,SB,I-55 Expy,43rd,S,41.82299367,-87.72430071,41.81519841,-87.72411212,POINT (-87.7243007082 41.8229936666),POINT (-87.7241121224 41.815198411),41.81909604,-87.72420642
76,Pulaski,SB,31st,I-55 Expy,S,41.83688518,-87.72460098,41.82299367,-87.72430071,POINT (-87.7246009792 41.8368851841),POINT (-87.7243007082 41.8229936666),41.82993943,-87.72445085
77,Pulaski,SB,26th,31st,S,41.84425808,-87.72480373,41.83688518,-87.72460098,POINT (-87.7248037311 41.8442580766),POINT (-87.7246009792 41.8368851841),41.84057163,-87.72470236
78,Pulaski,SB,Cermak,26th,S,41.85154948,-87.72500916,41.84425808,-87.72480373,POINT (-87.7250091595 41.8515494772),POINT (-87.7248037311 41.8442580766),41.84790378,-87.72490645
79,Pulaski,SB,16th,Cermak,S,41.85887124,-87.72520564,41.85154948,-87.72500916,POINT (-87.7252056371 41.858871241),POINT (-87.7250091595 41.8515494772),41.85521036,-87.7251074
80,Pulaski,SB,Roosevelt,16th,S,41.86617504,-87.72542116,41.85887124,-87.72520564,POINT (-87.7254211571 41.8661750444),POINT (-87.7252056371 41.858871241),41.86252314,-87.7253134
81,Pulaski,SB,Van Buren,Roosevelt,S,41.87527927,-87.7257294,41.86617504,-87.72542116,POINT (-87.7257294016 41.8752792694),POINT (-87.7254211571 41.8661750444),41.87072716,-87.72557528
82,Pulaski,SB,Washington,Van Buren,N,41.88194035,-87.72595761,41.87527927,-87.7257294,POINT (-87.7259576089 41.8819403523),POINT (-87.7257294016 41.8752792694),41.87860981,-87.72584351
83,Pulaski,SB,Lake,Washington,N,41.88546974,-87.72605567,41.88194035,-87.72595761,POINT (-87.7260556696 41.8854697391),POINT (-87.7259576089 41.8819403523),41.88370505,-87.72600664
84,Pulaski,SB,Chicago,Lake,N,41.89537056,-87.72633141,41.88546974,-87.72605567,POINT (-87.7263314096 41.8953705621),POINT (-87.7260556696 41.8854697391),41.89042015,-87.72619354
85,Pulaski,SB,Division,Chicago,N,41.90267437,-87.72655392,41.89537056,-87.72633141,POINT (-87.7265539158 41.9026743655),POINT (-87.7263314096 41.8953705621),41.89902247,-87.72644267
86,Pulaski,SB,Grand,Division,N,41.90615894,-87.72665871,41.90267437,-87.72655392,POINT (-87.7266587113 41.9061589395),POINT (-87.7265539158 41.9026743655),41.90441666,-87.72660632
87,Pulaski,SB,North Ave,Grand,N,41.9098896,-87.72658175,41.90615894,-87.72665871,POINT (-87.726581748 41.9098896012),POINT (-87.7266587113 41.9061589395),41.90802427,-87.72662023
88,Pulaski,SB,Armitage,North Ave,N,41.91716907,-87.72681006,41.9098896,-87.72658175,POINT (-87.7268100624 41.917169067),POINT (-87.726581748 41.9098896012),41.91352934,-87.72669591
89,Pulaski,SB,Fullerton,Armitage,N,41.92448687,-87.72701975,41.91716907,-87.72681006,POINT (-87.7270197528 41.9244868661),POINT (-87.7268100624 41.917169067),41.92082797,-87.72691491
90,Pulaski,SB,Diversey,Fullerton,N,41.93179327,-87.72722994,41.92448687,-87.72701975,POINT (-87.727229938 41.9317932724),POINT (-87.7270197528 41.9244868661),41.92814007,-87.72712485
91,Pulaski,SB,Milwaukee,Diversey,N,41.94117072,-87.72749797,41.93179327,-87.72722994,POINT (-87.7274979656 41.9411707218),POINT (-87.727229938 41.9317932724),41.936482,-87.72736396
92,Pulaski,SB,Irving Park,Milwaukee,N,41.9536507,-87.72786858,41.94117072,-87.72749797,POINT (-87.7278685825 41.9536506962),POINT (-87.7274979656 41.9411707218),41.94741071,-87.72768328
93,Pulaski,SB,Elston,Irving Park,N,41.95961671,-87.72804055,41.9536507,-87.72786858,POINT (-87.7280405527 41.9596167084),POINT (-87.7278685825 41.9536506962),41.95663371,-87.72795457
94,Pulaski,SB,Lawrence,Elston,N,41.96824521,-87.72827911,41.95961671,-87.72804055,POINT (-87.728279105 41.96824521),POINT (-87.7280405527 41.9596167084),41.96393096,-87.72815983
95,Pulaski,SB,Foster,Lawrence,N,41.97553491,-87.728485,41.96824521,-87.72827911,POINT (-87.7284849951 41.9755349148),POINT (-87.728279105 41.96824521),41.97189006,-87.72838206
96,Pulaski,SB,Bryn Mawr,Foster,N,41.98283444,-87.72868425,41.97553491,-87.728485,POINT (-87.728684246 41.9828344352),POINT (-87.7284849951 41.9755349148),41.97918468,-87.72858463
97,Pulaski,SB,Peterson,Bryn Mawr,N,41.99013834,-87.72889198,41.98283444,-87.72868425,POINT (-87.7288919771 41.9901383429),POINT (-87.728684246 41.9828344352),41.98648639,-87.72878812
98,Ashland,NB,95th,91st,S,41.72121411,-87.66250027,41.7284811,-87.66266842,POINT (-87.6625002738 41.7212141057),POINT (-87.6626684166 41.7284810983),41.72484761,-87.66258435
99,Ashland,NB,91st,87th,S,41.7284811,-87.66266842,41.73578872,-87.66288195,POINT (-87.6626684166 41.7284810983),POINT (-87.6628819511 41.7357887154),41.73213491,-87.66277519
100,Ashland,NB,87th,83rd,S,41.73578872,-87.66288195,41.74307569,-87.66306836,POINT (-87.6628819511 41.7357887154),POINT (-87.6630683582 41.7430756949),41.73943221,-87.66297516
101,Ashland,NB,83rd,79th,S,41.74307569,-87.66306836,41.75035601,-87.66325414,POINT (-87.6630683582 41.7430756949),POINT (-87.6632541367 41.7503560091),41.74671585,-87.66316125
102,Ashland,NB,79th,71st,S,41.75035601,-87.66325414,41.76490796,-87.66361272,POINT (-87.6632541367 41.7503560091),POINT (-87.663612718 41.7649079607),41.75763199,-87.66343343
103,Ashland,NB,71st,67th,S,41.76490796,-87.66361272,41.77219095,-87.66383784,POINT (-87.663612718 41.7649079607),POINT (-87.6638378447 41.7721909488),41.76854946,-87.66372528
104,Ashland,NB,67th,63rd,S,41.77219095,-87.66383784,41.7794635,-87.66403746,POINT (-87.6638378447 41.7721909488),POINT (-87.6640374592 41.7794635041),41.77582723,-87.66393765
105,Ashland,NB,63rd,59th,S,41.7794635,-87.66403746,41.78674577,-87.66421117,POINT (-87.6640374592 41.7794635041),POINT (-87.6642111674 41.7867457704),41.78310464,-87.66412432
106,Ashland,NB,59th,55th,S,41.78674577,-87.66421117,41.7940233,-87.66439847,POINT (-87.6642111674 41.7867457704),POINT (-87.6643984668 41.7940232957),41.79038454,-87.66430482
107,Ashland,NB,55th,51st,S,41.7940233,-87.66439847,41.80131715,-87.66459311,POINT (-87.6643984668 41.7940232957),POINT (-87.6645931099 41.8013171472),41.79767023,-87.66449579
108,Ashland,NB,51st,47th,S,41.80131715,-87.66459311,41.80860337,-87.66478913,POINT (-87.6645931099 41.8013171472),POINT (-87.6647891274 41.8086033737),41.80496026,-87.66469112
109,Ashland,NB,47th,43rd,S,41.80860337,-87.66478913,41.81586973,-87.66496478,POINT (-87.6647891274 41.8086033737),POINT (-87.6649647832 41.8158697299),41.81223655,-87.66487696
110,Ashland,NB,43rd,Pershing,S,41.81586973,-87.66496478,41.82315086,-87.66512483,POINT (-87.6649647832 41.8158697299),POINT (-87.6651248281 41.8231508628),41.8195103,-87.66504481
111,Ashland,NB,Pershing,35th,S,41.82315086,-87.66512483,41.83050029,-87.6653848,POINT (-87.6651248281 41.8231508628),POINT (-87.6653847992 41.8305002878),41.82682558,-87.66525482
112,Ashland,NB,35th,Archer,S,41.83050029,-87.6653848,41.83768279,-87.66555814,POINT (-87.6653847992 41.8305002878),POINT (-87.6655581444 41.8376827898),41.83409154,-87.66547147
113,Ashland,NB,Archer,Cermak,S,41.83768279,-87.66555814,41.85232999,-87.66584071,POINT (-87.6655581444 41.8376827898),POINT (-87.6658407141 41.8523299896),41.84500639,-87.66569943
114,Ashland,NB,Cermak,18th,S,41.85232999,-87.66584071,41.85779268,-87.6659546,POINT (-87.6658407141 41.8523299896),POINT (-87.6659546034 41.8577926807),41.85506134,-87.66589766
115,Ashland,NB,18th,Roosevelt,S,41.85779268,-87.6659546,41.86686042,-87.6662,POINT (-87.6659546034 41.8577926807),POINT (-87.6661999959 41.8668604234),41.86232655,-87.6660773
116,Ashland,NB,Roosevelt,Harrison,S,41.86686042,-87.6662,41.87419937,-87.66641535,POINT (-87.6661999959 41.8668604234),POINT (-87.6664153537 41.8741993673),41.8705299,-87.66630768
117,Ashland,NB,Harrison,Washington,S,41.87419937,-87.66641535,41.88329791,-87.6666878,POINT (-87.6664153537 41.8741993673),POINT (-87.6666877975 41.8832979102),41.87874864,-87.66655158
118,Ashland,NB,Washington,Grand,N,41.88329791,-87.6666878,41.89097633,-87.66695901,POINT (-87.6666877975 41.8832979102),POINT (-87.6669590125 41.8909763311),41.88713712,-87.66682341
119,Ashland,NB,Grand,Chicago,N,41.89097633,-87.66695901,41.89607257,-87.66710788,POINT (-87.6669590125 41.8909763311),POINT (-87.6671078757 41.8960725742),41.89352445,-87.66703345
120,Ashland,NB,Chicago,Milwaukee,N,41.89607257,-87.66710788,41.90401613,-87.66732946,POINT (-87.6671078757 41.8960725742),POINT (-87.6673294583 41.9040161282),41.90004435,-87.66721867
121,Ashland,NB,Milwaukee,North Ave,N,41.90401613,-87.66732946,41.91062922,-87.66750794,POINT (-87.6673294583 41.9040161282),POINT (-87.6675079387 41.9106292239),41.90732268,-87.6674187
122,Ashland,NB,North Ave,Elston,N,41.91062922,-87.66750794,41.9185457,-87.66790927,POINT (-87.6675079387 41.9106292239),POINT (-87.6679092691 41.9185457037),41.91458746,-87.66770861
123,Ashland,NB,Elston,Fullerton,N,41.9185457,-87.66790927,41.92515052,-87.66796209,POINT (-87.6679092691 41.9185457037),POINT (-87.6679620918 41.9251505156),41.92184811,-87.66793568
124,Ashland,NB,Fullerton,Diversey,N,41.92515052,-87.66796209,41.93240248,-87.66821027,POINT (-87.6679620918 41.9251505156),POINT (-87.668210266 41.932402477),41.9287765,-87.66808618
125,Ashland,NB,Diversey,Belmont,N,41.93240248,-87.66821027,41.93969544,-87.66847791,POINT (-87.668210266 41.932402477),POINT (-87.6684779112 41.939695436),41.93604896,-87.66834409
126,Ashland,NB,Belmont,Addison,N,41.93969544,-87.66847791,41.94698905,-87.66867435,POINT (-87.6684779112 41.939695436),POINT (-87.6686743455 41.9469890515),41.94334225,-87.66857613
127,Ashland,NB,Addison,Irving Park,N,41.94698905,-87.66867435,41.95428929,-87.66886505,POINT (-87.6686743455 41.9469890515),POINT (-87.6688650541 41.9542892901),41.95063917,-87.6687697
129,Ashland,NB,Montrose,Lawrence,N,41.9615905,-87.66907431,41.96887592,-87.66925524,POINT (-87.6690743088 41.9615905019),POINT (-87.6692552405 41.9688759177),41.96523321,-87.66916478
131,Ashland,NB,Foster,Bryn Mawr,N,41.97617107,-87.6694299,41.98347478,-87.66963224,POINT (-87.6694299012 41.9761710709),POINT (-87.6696322417 41.9834747775),41.97982293,-87.66953107
132,Ashland,NB,Bryn Mawr,Clark,N,41.98347478,-87.66963224,41.98675189,-87.66952653,POINT (-87.6696322417 41.9834747775),POINT (-87.6695265292 41.9867518859),41.98511334,-87.66957939
133,Ashland,SB,91st,95th,S,41.72848324,-87.66303474,41.72121624,-87.66286655,POINT (-87.6630347385 41.7284832358),POINT (-87.6628665545 41.7212162434),41.72484974,-87.66295065
134,Ashland,SB,87th,91st,S,41.73579085,-87.66324831,41.72848324,-87.66303474,POINT (-87.6632483146 41.7357908525),POINT (-87.6630347385 41.7284832358),41.73213705,-87.66314153
135,Ashland,SB,83rd,87th,S,41.74307783,-87.66343476,41.73579085,-87.66324831,POINT (-87.6634347632 41.7430778317),POINT (-87.6632483146 41.7357908525),41.73943434,-87.66334154
136,Ashland,SB,79th,83rd,S,41.75035815,-87.66362058,41.74307783,-87.66343476,POINT (-87.663620583 41.7503581457),POINT (-87.6634347632 41.7430778317),41.74671799,-87.66352767
137,Ashland,SB,71st,79th,S,41.7649101,-87.66397925,41.75035815,-87.66362058,POINT (-87.6639792472 41.7649100967),POINT (-87.663620583 41.7503581457),41.75763413,-87.66379992
138,Ashland,SB,67th,71st,S,41.77219308,-87.66420442,41.7649101,-87.66397925,POINT (-87.6642044154 41.7721930844),POINT (-87.6639792472 41.7649100967),41.76855159,-87.66409184
139,Ashland,SB,63rd,67th,S,41.77946564,-87.66440407,41.77219308,-87.66420442,POINT (-87.6644040713 41.7794656394),POINT (-87.6642044154 41.7721930844),41.77582936,-87.66430425
140,Ashland,SB,59th,63rd,S,41.78674791,-87.66457782,41.77946564,-87.66440407,POINT (-87.6645778209 41.7867479054),POINT (-87.6644040713 41.7794656394),41.78310678,-87.66449095
141,Ashland,SB,55th,59th,S,41.79402543,-87.66476516,41.78674791,-87.66457782,POINT (-87.6647651619 41.7940254304),POINT (-87.6645778209 41.7867479054),41.79038667,-87.66467149
142,Ashland,SB,51st,55th,S,41.80131928,-87.66495985,41.79402543,-87.66476516,POINT (-87.6649598466 41.8013192816),POINT (-87.6647651619 41.7940254304),41.79767236,-87.66486251
143,Ashland,SB,47th,51st,S,41.80860551,-87.66515591,41.80131928,-87.66495985,POINT (-87.6651559056 41.8086055077),POINT (-87.6649598466 41.8013192816),41.8049624,-87.66505788
144,Ashland,SB,43rd,47th,S,41.81587186,-87.6653316,41.80860551,-87.66515591,POINT (-87.6653316028 41.8158718637),POINT (-87.6651559056 41.8086055077),41.81223869,-87.66524376
145,Ashland,SB,Pershing,43rd,S,41.823153,-87.66549169,41.81587186,-87.6653316,POINT (-87.6654916893 41.8231529963),POINT (-87.6653316028 41.8158718637),41.81951243,-87.66541165
146,Ashland,SB,35th,Pershing,S,41.83050242,-87.6657517,41.823153,-87.66549169,POINT (-87.6657517025 41.8305024208),POINT (-87.6654916893 41.8231529963),41.82682771,-87.6656217
147,Ashland,SB,Archer,35th,S,41.83768492,-87.66592509,41.83050242,-87.6657517,POINT (-87.6659250887 41.8376849226),POINT (-87.6657517025 41.8305024208),41.83409367,-87.6658384
